AA,FF,100-120,bulk_100-120,hexagons,pentagons,tetragons,hexagons_norm,pentagons_norm,tetragons_norm,avg_Hbonds,prob_0Hbonds,prob_less2Hbonds,prob_less3Hbonds,40-50,50-60,60-70,70-80,80-90,90-100,100-110,110-120,120-130,130-140,140-150,150-160,160-170,170-180,45-55,55-65,65-75,75-85,85-95,95-105,105-115,115-125,125-135,135-145,145-155,155-165,165-175,PC1,PC2,PC3,bulk_40-50,bulk_45-55,bulk_50-60,bulk_55-65,bulk_60-70,bulk_65-75,bulk_70-80,bulk_75-85,bulk_80-90,bulk_85-95,bulk_90-100,bulk_95-105,bulk_100-110,bulk_105-115,bulk_110-120,bulk_115-125,bulk_120-130,bulk_125-135,bulk_130-140,bulk_135-145,bulk_140-150,bulk_145-155,bulk_150-160,bulk_155-165,bulk_160-170,bulk_165-175,bulk_170-180,coulomb_pot,lj_pot,total_pot,n_waters
LYS,C36m,0.1973089999999999,0.200062,0.1625674865026994,0.2107578484303139,0.2683463307338532,0.0076948558989162,0.0099758648431214,0.0127017178552837,5.182163567286542,0.0,0.0003999200159968,0.0037992401519696,0.0032542,0.0203714,0.0187611,0.0199548999999999,0.0209574,0.0214859999999999,0.0208196,0.0186422,0.0163873,0.013861,0.0110847999999999,0.0080159,0.0048079,0.0015967,0.0133325,0.0195588,0.0192485,0.0205495,0.0213457999999999,0.021301,0.0198719,0.0175164,0.0151109,0.0124949,0.0096053,0.0064239,0.0031834,15.43028185665193,-9.114667631856404,5.337431698058056,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-221.25714475821005,-33.56689459869091,-254.82403935690095,31.22
GLN,a03ws,0.2371644999999999,0.2367255,0.4322222222222222,0.5166666666666667,0.5294444444444445,0.0203287084215202,0.0243003841028454,0.0249013613440986,6.292222222222223,0.0,0.0,0.0011111111111111,0.0026881,0.0148092,0.0133563,0.018262,0.0232624,0.0258699,0.0254942,0.0219387,0.0176144999999999,0.0136987,0.0101866,0.0070655,0.0042635,0.0014902,0.0107489,0.0128679,0.0156653,0.0211499,0.0246914,0.0261443999999999,0.0241391,0.0195671,0.0156959,0.0118387,0.0085798,0.0056425,0.0028592,-2.438741824253273,1.434401131203742,1.5174134679591975,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-192.0087444190285,-46.81323890791314,-238.82198332694168,27.55
GLN,a99SBdisp,0.2376735,0.234416,0.4142143253747918,0.5363686840644086,0.5147140477512493,0.0191660457826991,0.0248182308660689,0.0238162526012897,5.865074958356469,0.0,0.0,0.0033314825097168,0.0017729999999999,0.0142335999999999,0.0138388,0.0190025,0.0233007,0.0259083999999999,0.0254563,0.0220783999999999,0.0177794999999999,0.0137171,0.010097,0.0071325,0.0043105,0.0013718,0.0092643,0.0131439,0.0163028,0.0213963,0.0248058,0.0260739,0.0241226,0.0198602999999999,0.0156414,0.011899,0.008646,0.0056191,0.0028827,-1.8031620721684305,0.7869175864879089,-0.2467197551242185,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-173.44456928872037,-51.60628147992377,-225.05085076864407,28.07
GLN,C36m,0.199101,0.200062,0.2731453709258148,0.3311337732453509,0.3979204159168166,0.0137251946747048,0.0166390354182366,0.019994976136649,5.47370525894821,0.0,0.0003999200159968,0.0077984403119376,0.0030195,0.0194121999999999,0.0181867,0.0202158,0.0213843,0.0218054,0.020906,0.0189142,0.0166655,0.0139657,0.0111704,0.0080079,0.00476,0.0015861999999999,0.0126719,0.0186887,0.0191703,0.0208653,0.0216638,0.0215847,0.020002,0.0178443,0.0152949,0.0126433,0.0095623,0.0064164,0.0031628,14.01235926720371,-8.440869313444752,4.572598833965727,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-125.60820767696131,-43.85951029588819,-169.46771797284953,26.36
ASP,a03ws,0.2286315,0.2367255,0.4438888888888889,0.5627777777777778,0.5883333333333334,0.022554056342799,0.0285948173657765,0.0298932987071642,7.613888888888889,0.0,0.0,0.0,0.0028223,0.0152061,0.0137208,0.0190916,0.0234397,0.0253124,0.0244213,0.021305,0.0173387,0.0136093,0.0103982,0.0073808,0.00447,0.001484,0.0110718999999999,0.0132972,0.0163062,0.021567,0.0246115,0.0251048,0.0230934,0.0193849,0.0153678,0.0120034,0.0088904999999999,0.0059198,0.002961,0.5784963813528053,0.7412026292904095,2.042344040122644,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-348.6442100824183,-14.430300599694617,-363.0745106821129,22.81
ASP,a99SBdisp,0.2250029999999999,0.234416,0.3942254303164908,0.5063853414769572,0.4869516935036091,0.0203327701251467,0.026117586414273,0.0251152667602165,7.853970016657413,0.0,0.0,0.0,0.001916,0.0150531,0.0148656999999999,0.019941,0.0235068,0.0247843,0.0241103,0.0208903,0.0173198,0.0138614,0.0104609,0.007436,0.004377,0.0014776,0.0097227,0.0141011,0.0174158999999999,0.0218807,0.0244456,0.0249083,0.0226244,0.019035,0.0155655,0.0121385,0.0089952,0.0059033,0.0028639,3.022167407046122,-0.7064735666422466,0.4797788427191041,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-408.0159665161581,-9.782589495238591,-417.7985560113968,22.3
ASP,C36m,0.192151,0.200062,0.274745050989802,0.3999200159968006,0.4473105378924215,0.0149669941831332,0.0217860177338184,0.0243676608352759,8.926614677064586,0.0,0.0,0.0,0.0031236,0.019908,0.0193660999999999,0.0208583,0.0213003,0.0208100999999999,0.0199876,0.0184426,0.0163377,0.013873,0.011279,0.008111,0.0049653,0.0016375,0.0129625,0.0194626,0.0202093,0.0212316,0.0211128999999999,0.0204772,0.0193563,0.017378,0.0151387,0.0126801,0.0096916,0.0065429,0.0032987,17.612281515200138,-9.884263030503313,4.90884462216632,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-393.8829972582171,-1.1046943219855647,-394.9876915802026,21.69
GLU,a03ws,0.225169,0.2367255,0.5866666666666667,0.6238888888888889,0.6138888888888889,0.0271472274351525,0.0288696367515874,0.0284068999203064,9.075555555555557,0.0,0.0,0.0,0.0028826999999999,0.0153327,0.0139872,0.0193237,0.023481,0.0250244,0.0240675,0.0209663,0.0173714999999999,0.0136242,0.0104897,0.0074344,0.0045246999999999,0.00149,0.0112595,0.0133178,0.0166181,0.0216111,0.0245422,0.0248819,0.0228148,0.0192257,0.015361,0.0119935,0.0089602,0.0060523999999999,0.0029423,1.5848845371424511,0.4897171249988752,2.30355537075344,0.0027343,0.0105242,0.014485,0.0127886,0.0133904,0.0158395,0.0184177,0.0209559,0.0232853,0.0250806,0.0258812,0.0259577,0.0253747,0.0239203,0.0219704,0.0199247,0.0176405,0.0154183,0.0135657,0.0117954,0.0101948,0.008655,0.0071646999999999,0.0058008999999999,0.0043887,0.0029224,0.0015065,-500.66645507764537,-7.461512306748137,-508.1279673843935,26.04
GLU,a99SBdisp,0.2274325,0.234416,0.5158245419211549,0.5652415324819545,0.5830094392004442,0.0242097308003022,0.0265290699189534,0.0273629896020639,8.345918933925597,0.0,0.0,0.0,0.001976,0.0146292,0.014595,0.0199071,0.0237496,0.0250698,0.0242069,0.0212796,0.0172255,0.0136131,0.0104018,0.0074659,0.004439,0.0014417,0.0096599,0.0135329,0.0173335,0.0220803,0.0247496,0.0248699,0.0230718,0.0192835999999999,0.015245,0.0120136,0.0088682,0.0059783,0.0029546,2.181784821362778,0.2980628873959456,0.2858072714259091,0.0018614999999999,0.0093677,0.014535,0.0137971,0.0144199999999999,0.016651,0.0190805,0.0213115,0.0233959,0.0245857,0.0252869,0.02558,0.0251108,0.0237865999999999,0.0217724,0.0197613,0.0175426,0.0152404,0.0133961,0.0118277,0.0103702999999999,0.0088792,0.0073871,0.0058798,0.0043775,0.0029373,0.0014636,-467.7833065610612,-12.164685731367692,-479.9479922924288,25.54
GLU,C36m,0.191497,0.200062,0.3707258548290342,0.4969006198760248,0.5028994201159768,0.0178212682514202,0.0238866513510136,0.0241750213874443,9.566686662667466,0.0,0.0,0.0,0.0031556,0.0198356,0.0192216,0.0208387999999999,0.021445,0.0210401,0.0200284,0.018271,0.0163209,0.0139499,0.0111749,0.0081189,0.0049603,0.0016389,0.0129308,0.0194474,0.020086,0.021296,0.0212188,0.0206666,0.0193067,0.0173045,0.0151228,0.0126573,0.0096663,0.0065687,0.0032655,17.47346702568787,-9.485979151621118,4.846046040988539,0.0029515,0.0123992,0.0190761,0.0185166,0.0181973,0.0191407,0.0200564999999999,0.0207933,0.0213812,0.0216317,0.0216903,0.0215216,0.0209759,0.0200738,0.0190364999999999,0.0179993,0.016765,0.0152982999999999,0.0139194,0.0125723,0.0110926,0.0096379,0.0082022,0.0066451,0.0050355,0.0033277,0.0016199,-433.8057557161059,-5.8449925870850254,-439.6507483031909,24.94
